majorSeq,major,interest,property,공통과목,일반선택과목,진로선택과목,lClass,class_type
83,금융보험학과,"평소에 재테크에 관심이 있거나 텔레비전 광고 등에서 여러 금융 상품에 대한 광고, 홍보물을 유심히 보며 호기심을 가진 경험이 있다면 이 학과에 흥미를 느낄 만합니다. 한편, 금융ㆍ회계ㆍ세무학과는 기본적으로 돈과 숫자를 다루는 학과이기 때문에 수치에 밝아야 하며 계산 능력도 뛰어나야 합니다. 여러 수치를 정확히 처리할 수 있는 꼼꼼한 성격을 가지고 있다면 금상첨화라고 할 수 있습니다. ","금융보험학과는 경제학과, 경영학과와 밀접한 관련이 있습니다. 따라서 경제학과, 경영학과와 관련된 기초 지식을 배우고, 금융보험과 관련한 세부 심화 학습을 하는 경우가 많습니다. 사회가 복잡해지고, 재테크의 수단도 늘어나면서 금융보험 관련 전문 지식의 중요성이 증대되고 있습니다. 금융ㆍ보험관련 자격증 취득을 통해 금융기관 및 기업체에서 전문가로 활동할 수 있습니다. 따라서 학과의 전망은 밝은 편입니다. ","수학, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>사회교과 : 경제, 사회ㆍ문화, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 실용 경제","실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구",사회계열,문과계열
21006,기계ㆍ재료공학교육과,"기계공학적 원리나 기계요소에 대한 관심을 바탕으로 재료에 대한 특성에 적성이 있고 수학이나 물리학 과목에대한 흥미가 있는 학생들에게 적합합니다. 특히 기계, 재료, 자동차, 선박 등과 같은 메카니즘에 궁금증이 있으면 더욱 좋습니다. 새로운 기계나 제품의 원리에 호기심이 많고 동작이 잘 되지 않는 기계를 조립하거나 수리하는 등 문제해결에 대한 강한 해결력을 갖고자하는 의욕이 있으면 좀 더 적합할 것입니다.","기계ㆍ재료공학교육과는 우수한 기계와 재료 공업 분야 교사 및 교육 전문가로서 지시기과 역량을 갖출 수 있도록 기계와 재료 공학 전반에 대한 이론 및 실험실습 교과를 교육하고 이를 바탕으로 전공에 대한 이론과 실무 능력을 배양하고 있습니다. 또한 교육학 이수를 통하여 교직에 대한 종합적인 이해와 투철한 교육관을 가진 교육전문가로서 능력을 함양하게 하여 공업 및 공학 교육 분야를 이끌어 나갈 우수한 교사, 교수 및 교육전문가, 기업교육전문가로서 성장하도록 전공지식을 습득합니다. ","수학, 과학","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합 과학, 공학 일반",교육계열,문과계열
93,기독교학과,"기독교적 세계관을 바탕으로 한 교육과정을 수강하게 되므로 이에 관심과 흥미가 있는 학생이 유리합니다. 또한 사람을 대하는 전공이므로 인간에 대한 이해와 심리, 상담에 관심을 갖는 것도 도움이 됩니다. 기독교학과는 신학뿐만 아니라 리더십 역량과 도전정신이 있다면 유리합니다. ","기독교학과는 하나님과 인간 세계에 대한 근원적인 지식을 추구할 뿐만 아니라 현대사회에서 신앙의 뜨거운 감성, 날카로운 지성, 생명존중의 정신으로 인류를 위해 봉사하도록 합니다.","영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 사회ㆍ문화, 고전과 윤리<br>생활ㆍ교양교과 : 철학, 심리학, 교육학, 종교학","영어권 문화, 영미 문학 읽기, 사회문제 탐구",인문계열,문과계열
32,기술교육과,"과학, 수학 등의 이공계 기초 과목을 공부하는 것을 좋아해야 합니다. 그리고 학생들을 만나고 가르치는 일에 흥미가 있어야 합니다. 공학과 관련된 과목들을 공부하기 위해서 논리적인 사고력, 수리력, 사물을 예리하게 관찰할 수 있는 능력이 높으면 좋습니다.",현대 산업 사회에서 가장 중요한 기계ㆍ전자ㆍ컴퓨터 등의 기술을 연구하고 공부하는 학과입니다. 기술을 계속해서 발전시키기 위해서는 공학 분야의 인재를 많이 길러 배출하는 것이 중요합니다. 따라서 앞으로도 점점 더 확대될 것으로 예상됩니다. ,"영어, 기술ㆍ가정, 윤리","기술ㆍ가정교과 : 기술ㆍ가정<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","공학일반, 창의경영, 해양 문화와 기술, 가정과학, 지식재산 일반",교육계열,문과계열
127,기타아시아어학과,"아시아 국가의 역사, 사회ㆍ문화에 대해 관심이 있고 특히 영어처럼 널리 쓰이지 않고 생소한 언어이므로 아시아 언어에 대한 흥미가 있어야 합니다. 외국어에 대한 기초적인 소양이 있는 학생이 적합합니다. ","아시아 국가의 언어와 더불어 사회, 경제, 문화에 대해 학습함으로써 아시아국가에 대한 폭넓은 이해와 전문지식을 지닌 인재를 양성하여 한국과의 교류 증진에 기여할 수 있도록 합니다. ","제2외국어, 사회, 국어","외국어교과 : 베트남어, 아랍어, 태국어, 말레이ㆍ인도네시아어, 몽골어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 동아시아사, 세계사<br>교양ㆍ국어교과 : 교육학, 철학, 논술, 한문, 문학, 언어 매체와 독서","아랍어Ⅱ, 베트남어Ⅱ 등 아시아어 및 문학ㆍ문화, 고전 읽기, 한문Ⅱ, 고전과 윤리, 사회문제 탐구, 여행지리",인문계열,문과계열
389,기타유럽어학과,"유럽의 문화와 언어에 대해 관심이 많고 유럽 국가의 다양한 모습을 살펴보는 것에 흥미가 있다면 좋습니다.  국제적 감각을 가지고 있으며 유럽의 정치, 경제, 사회, 문화 전반에 대해 기초적인 지식을 갖추고 있으며 능동적으로 대처할 수 있는 능력을 갖추고 있다면 유리합니다.",유럽 각 국가의 문화권을 이해하는데 기초가 되는 문학과 어학을 비롯해 해당국가에 대한 다양한 지식을 습득하여 유럽국가와의 국제교류가 활발히 이루어 질 수 있도록 합니다.,"제2외국어, 사회, 예술, 국어","외국어교과 : 프랑스어, 독일어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리<br>교양ㆍ국어교과 : 철학, 심리학, 종교학, 문학, 독서","프랑스어Ⅱ, 독일어Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평",인문계열,문과계열
103,노인복지학과,"노인복지학을 공부하기 위해서는 노인에 대한 관심이 중요합니다. 어려운 사람을 돕는 일을 좋아하고, 심리적ㆍ정서적으로 안정적이며, 봉사활동 경험이 많은 학생에게 적합합니다. 또, 각종 사회문제에 대한 통찰력과 노인 계층에 대한 편견과 맞서기 위해 진취적인 사고력을 갖춘 학생에게 좋은 분야입니다. ",노인복지학과는 노인복지분야의 이론과 실천기술을 겸비한 노인전문 사회복지사를 양성하며 노인요양서비스의 제공과 관련된 각종 업무를 담당할 요양관리사를 양성합니다. 고령화 사회를 대비한 고령친화산업 전문가 양성을 목표로 합니다.,"사회, 생활ㆍ교양","사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리<br>생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건",사회문제 탐구,사회계열,문과계열
107,농업경제학과,"농촌문제나 식량문제, 가축 및 작물, 농업기술 등에 대한 관심이 필요하며 문제의 인지능력과 해결능력이 요구됩니다. 농업, 농촌, 농민을 이해하고 농작물의 상태를 정확히 지각, 판별, 인식하는 능력이 필요하고 생명현상을 정확하게 볼 수 있는 관찰력이나 분석력을 갖춰야 합니다. ","농업 및 농촌의 경영방식과 위험 관리, 농산물 유통과정의 문제점 해결 및 효율성을 극대화하기 위해 전반적으로 노력하고 있으며, 농촌의 자원을 활용한 농촌관광에도 주목하고 있습니다. 또한 농민들의 복지증진과 국민들의 식량안전, 더 넓게 지구촌 에너지 절감을 위한 방안을 탐구합니다. 더불어 환경자원을 어떠한 방식으로 개발하고 관리할지를 경제학 원리에 근거하여 분석하고 기후변화에 능동적으로 대처할 수 있는 방안을 연구합니다. ","수학, 사회, 교양, 과학","수학교과 : 수학I, 수학II, 미적분, 확률과 통계<br>사회교과 : 경제, 사회문화, 정치와 법, 생활과 윤리, 한국지리, 세계지리<br>교양교과 : 실용경제, 철학, 논술, 심리학, 환경, 교육학","실용수학, 경제수학, 수학과제 탐구, 사회문제 탐구, 창의경영, 미적분, 농업생명과학, 생활과 창의성",사회계열,문과계열
108,농업교육과,식물과 동물에 대한 관심이 높으며 자연과 어우러지는 활동을 좋아하며 실습 위주의 학습을 좋아한다면 지원해도 좋습니다. 또한 올바른 인성과 우리나라 농업의 발전을 위해 헌신하겠다는 사명감을 갖추어면 더욱 좋습니다.  ,"농업교육과는 식물자원, 동물자원의 전공 이론을 체계적으로 학습하고 영농실습, 학과전시회, 농업 관련 자격증 취득 및 실습을 통해 이론과 실습이 조화로운 교육을 실시합니다. 교육현장에서 꼭 필요로 하는 교사 양성을 위해 노력할 뿐만 아니라, 농업교육이 나아가야 할 방향을 제시하고 교사의 전문적인 자질을 높이는데 최선의 노력을 다하고 있습니다.","수학, 사회, 과학","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 사회문화, 생활과 윤리, 정치와 법, 한국지리, 세계지리<br>과학교과 : 생명과학, 화학Ⅰ<br>교양교과 : 교육학, 심리학, 철학, 환경, 논술","생명과학Ⅱ, 화학Ⅱ, 융합과학, 농업생명과학, 생활과 과학",교육계열,문과계열
117,도시계획학과,자연환경 보존과 도시생활 등에 대해 균형있는 관심이 필요합니다. 더불어  ‘마을 만들기’에 대한 관심이 필요합니다. 공간에 대한 호기심과ㆍ 다양한 사회 이슈에 대해 종합적으로 사고하고 판단하는 능력이 필요합니다. ,"도시, 주택, 교통, 환경, 토지이용 등의 제반문제를 해결하기 위한 관련 이론 및 이론의 현실적 응용을 학습함으로써 도시 전문가를 육성합니다. 교육 내용으로는 GIS개론, 감정평가론, 감정평가실무, 경제원론, 계량분석론, 계획이론, 교통정책론, 국토도시계획론, 도시경제론, 도시계획분석론, 도시관리론, 도시재정비론, 부동산투자론, 입지  및 상권분석론, 조사방법론, 주택정책론, 지속가능도시론, 토지이용계획론 등이 있습니다.","사회, 생활ㆍ교양","사회교과 : 한국지리, 세계지리, 경제, 생활과 윤리<br>생활ㆍ교양교과 : 심리학, 환경","실용 수학, 경제 수학, 여행지리, 사회문제 탐구",사회계열,문과계열
122,독어독문학과,"유명한 ‘데미안’의 헤세, ‘젊은 베르테르의 슬픔’의 괴테 모두 독일 출신 문학가들입니다. 이처럼 주옥같은 문학들을 원어로 읽고 분석하는 데에 관심이 있거나 독일어ㆍ독일 문화에 관심이 많다면 이 학과가 좋은 선택이 될 것입니다. 고등학교 과정에서 제2외국어를 독일어로 선택하여 두각을 나타냈거나, 비슷한 계열인 프랑스어, 영어 등에 소질이 있으면 이 학과를 전공하는 데 도움이 될 것입니다. ",유럽과의 교류가 활발해지면서 독일의 언어를 유창하게 할 수 있는 구사가능한 인재의 수요가 늘어나고 있습니다. 독일어 출간 서적이 많아지면서 독일어를 공부하면 현대 학문의 연구 성과물들을 폭넓게 접할 수 있습니다. 따라서 독일어 능력을 발판으로 여러 학문 분야의 진출 가능성이 넓어집니다. ,"제2외국어, 사회, 예술, 국어","외국어교과 : 독일어, 프랑스어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사<br>교양ㆍ국어교과 : 철학, 심리학, 종교학, 문학, 독서","독일어Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평",인문계열,문과계열
123,독일어교육과,"유명한 ‘데미안’의 헤세, ‘젊은 베르테르의 슬픔’의 괴테 모두 독일 출신 문학가들입니다. 이처럼 주옥같은 문학들을 원어로 읽고 분석하는 데에 관심이 있거나 독일어ㆍ독일 문화에 관심이 많다면 이 학과가 좋은 선택이 될 것입니다. 고등학교 과정에서 제2외국어를 독일어로 선택하여 두각을 나타냈거나, 비슷한 계열인 프랑스어, 영어 등에 소질이 있으면 이 학과를 전공하는 데 도움이 될 것입니다. ","향후 한-유럽 연합(EU) FTA가 활성화된다면 EU의강대국인 독일의 언어를 유창하게 할 수 있는 구사가능한 인재의 수요가 늘어날 것입니다. 또, 매년 독일어 출간 서적은 전 세계 매년 출간 서적의 18%로서, 독일어를 공부하면 현대 학문의 연구 성과물들을 폭넓게 접할 수 있습니다. 따라서 독일어 능력을 발판으로 여러 학문 분야의 진출 가능성이 넓어집니다. ","제2외국어, 사회, 예술","외국어교과 : 독일어, 프랑스어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사<br>교양교과 : 교육학, 심리학, 철학 ","독일어Ⅱ, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평",교육계열,문과계열
124,독일학과,"독일어뿐만 아니라 독일어권 국가의 경제, 문화 등에 관심이 있다면 즐겁게 공부할 수 있습니다. 독일어 능력을 갖고 있고 유럽 국가의 사람들과도 문제없이 소통할 수 있는 의사소통 역량을 갖추고 있다면 유리합니다.","독일을 비롯한 오스트리아, 스위스 등 독일어권은 정치, 경제, 문화 측면에서 유럽의 핵심 언어권을 형성하고 있습니다. 탄탄한 경제력을 바탕으로 유럽경제를 주도하고 세계에 영향력을 행사하고 있는 독일 및 독어권에 대한 이해는 국제화시대에 반드시 필요합니다.","영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학","여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목",인문계열,문과계열
132,러시아어문학과,"러시아의 세계적인 문호들인 톨스토이, 도스토예프스키, 푸시킨 등의 소설과 시를 읽고 러시아의 문화와 역사에 관심과 흥미를 느낀다면 러시아어ㆍ문학 전공에 재미를 느낄 것입니다. 새로운 언어를 배우는 능력이 뛰어나고, 특히 러시아어 고유의 문자 등 새로운 문자를 배우는 데에 적성과 소질이 있다면 4년간 해당 전공을 공부하는 것에 큰 어려움은 없을 것입니다. ","러시아어문학과는 우리나라에서 어문학 관련 학과 중에서는 신생 학과 축에 속합니다. 그러나 러시아의 성장 잠재력을 고려하면 학과 전망만큼은 다른 어문학과보다 높은 편입니다. 향후 남ㆍ북한 간의 관계 개선 및 변화를 고려할 때, 이 학과를 전공하면 한국 및 러시아뿐 아니라 극동 아시아를 무대로 하는 지역 전문가가 될 발판을 마련할 수 있습니다. ","제2외국어, 사회, 예술, 국어","외국어교과 : 러시아어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리<br>국어교과 : 문학, 독서, 화법과 작문, 언어와 매체","실용 국어, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악감상 비평, 미술감상 비평",인문계열,문과계열
134,러시아학과,"톨스토이, 도스토프예스키, 푸시킨 등 소설과 시를 읽는데 즐거움을 느꼈거나 러시아의 다양한 삶의 방식과 가치관, 문화에 관심이 있는 학생이라면 즐겁게 공부 할 수 있습니다. 러시아 언어를 배우기 위해 언어 습득능력이 뛰어나고 의사소통능력이 뛰어나다면 유리합니다.","러시아의 잠재력과 천연자원, 지정학적 위치 등을 보았을 때 러시아는 우리에게 정치ㆍ안보ㆍ경제적으로 중요한 국가라 할 수 있습니다. 또한, 21세기에 한국과 러시아의 연계성은 커져가고 있으며 이에 따라 양국 간의 물적, 인적 교류가 확대되고 있습니다. 한국과 러시아의 교류를 위하여 러시아를 올바르게 이해하기 위해서는 러시아의 언어ㆍ문화ㆍ사회ㆍ정치ㆍ제 등 총체적인 공부가 필요합니다.","영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학","여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목",인문계열,문과계열
72,무역학과,"전 세계를 무대로 다양한 사업을 펼쳐보고 싶다면 무역학과에 한 번쯤은 관심을 가져 볼 만합니다. 전 세계를 상대로 비즈니스를 하기 위해서는 적극적이고 도전적인 성격 및 개척 정신이 필요합니다. 또, 영어, 중국어 등 기본적인 외국어 능력을 가지고 있으면 유리하고, 스페인 어, 포르투갈 어 및 잠재적인 무역 대상 국가의 새로운 언어를 배우는 데 거부감이 없어야 합니다. ","무역학은 세계화와 정보화라는 시대적 요청에 부응하여 국제무역, 국제금융, 국제통상, 국제경영, 무역상무 및 전자무역 등에 관한 연구를 통해 국가 경쟁력 향상과 국가 경제발전을 위한 인재를 양성하는 데 목적을 두고 있습니다. 무역학과는 세계화ㆍ정보화 시대에 합리적이고 과학적으로 적응하는 능력을 갖출 수 있도록, 경제학의 기본 원리에서부터 국제경제학, 국제기업경영 및 무역실무에 이르기까지 이론과 실무에 걸쳐 다양하고 심도 있는 교과과정을 연구합니다.","수학, 영어, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>영어교과 : 영어 독해와 작문<br>사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 경제, 정치와 법, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 제2외국어I 과목, 실용 경제","실용 수학, 경제 수학, 수학 과제 탐구, 실용 영어, 진로 영어, 사회문제 탐구, 지식 재산 일반, 제2외국어Ⅱ 과목",사회계열,문과계열
164,문예창작학과,"소설책 읽기를 좋아하고, 글짓기를 좋아하시나요? 아니면 현재 즐겨 보는 드라마의 가상 작가가 되어 그다음 스토리를 유추해 보는 것을 즐기나요? 그렇다면 이 학과에 관심을 가져볼 만합니다. 평소에 감수성 및 상상력이 풍부하다는 말을 많이 들어 보았거나, 교내 글짓기 대회에서 능력을 발휘하여 입상한 경험이 있다면 이 학과에 입학하여 충분히 잠재력을 발휘할 수 있습니다. ","한국적 정체성에 기반을 두어 문학을 다룬다는 점에서 국어국문학과와 비슷한 점도 있지만, 창의적인 문화ㆍ예술 활동에 집중한다는 점에서 국어국문학과와는 출발점이 다릅니다. 최근에는 졸업생들이 디지털 문화 환경에 걸맞은 창작물 생산에도 적극적인 활동을 하여 보다 폭넓은 문예 창작의 장을 만들어 나가고 있습니다.","국어, 사회, 예술","국어교과 : 문학, 언어와 매체, 독서, 화법과 작문<br>사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>예술ㆍ교양교과 : 음악, 미술, 연극, 철학, 심리학, 교육학","고전 읽기, 실용 국어, 심화 국어, 사회문제 탐구, 고전과 윤리, 음악ㆍ미술 감상 비평",인문계열,문과계열
166,문헌정보학과,"모든 정보 자료는 기본적으로 ‘언어’로 이루어져 있기 때문에 국어, 영어 등의 외국어에 관심이 많은 학생이면 문헌정보학과에 관심을 가져 볼 만합니다. 언어 및 인문학적 지식뿐 아니라 정보시스템, 소프트웨어 등 공학적 지식도 학과 공부를 위해 필요하므로, 문과 및 이과 어떤 적성을 가지고 있더라도 자신의 길을 흥미롭게 개척할 수 있습니다. ","예전에는 ‘도서관학과’라고도 불릴 만큼 졸업 후 진출 분야가 명확히 제한된 편이었지만, 최근에는 정보시스템, 데이터베이스시스템, 소프트웨어 개발 및 뉴미디어 활용과도 연계됨으로써 융합 학문으로도 각광받고 있습니다. 정보를 활용한 기술적 발전과 맞물려 앞으로도 지속적으로 성장 가능성이 높을 뿐만 아니라 발전 전망이 좋은 학과입니다. ","국어, 수학, 생활ㆍ교양, 영어","국어교과 : 언어와 매체, 독서, 문학, 화법과 작문<br>수학교과 : 확률과 통계, 수학Ⅰ, 수학Ⅱ<br>생활ㆍ교양교과 : 정보, 영어Ⅰ, 철학, 교육학, 심리학, 종교학, 논리학","실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 기하, 수학과제 탐구",인문계열,문과계열
424,문화인류학과,인류와 역사에 대해 흥미가 있고 인간에 대해 심도 있게 알고자 하며 실천적이며 다문화적 감수성이 풍부하면 좋습니다. 독서를 좋아하고 문화 현장에서 탐구하고 일하기를 좋아한다면 흥미롭게 공부할 수 있습니다. 또한 다양한 문화권의 사람들과 소통하는 능력이 뛰어나다면 유리합니다. ,"역사적으로 최초의 인류가 등장한 생활양식으로부터 현대사회와 미래학에 이르기까지 영역에 있어서 인간이 발전시킨 체질인류학에서부터 도구와 물질문화를 거쳐 해외 지역문화, 특수 및 일반 커뮤니케이션, 그리고 초월적 세계관과 상상의 영역에 이르기까지 인간의 생활양식에 관련된 문화적 패턴과 현장에 대해 다룹니다.","사회, 생활ㆍ교양","사회교과 : 한국지리. 세계지리, 세계사, 동아시아사, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학, 종교학","여행지리, 사회문제탐구 ",인문계열,문과계열
10030,문화재보존학과,"문화재보존에 대해 관심과 책임의식이 있고 탐구하는데 흥미가 있고 꼼꼼하다면 유리합니다. 또한 문화재를 다뤄야하므로 역사, 유적, 유물에 대한 지식을 갖추고 있다면 좋습니다.","사람이 나이가 들수록 병들어 가듯이 시간이 지날수록 점차 노화되는 문화재를 보존하고 수명을 연장시키는 일련의 활동이 문화재 보존학과의 역할입니다. 문화재 보존 진단을 위하여 인문학적, 과학적 기초 지식을 바탕으로 다양한 수련 과정을 운영하고 있습니다.","사회, 역사, 한문, 수학, 영어, 제2외국어","사회교과 : 사회문화, 세계사, 동아시아사, 한국지리, 윤리와 사상<br>한문ㆍ외국어교과 : 한문Ⅰ, 한문Ⅱ, 영어Ⅰ, 영어Ⅱ, 중국어Ⅰ, 일본어Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계","사회문제 탐구, 고전 읽기, 고전과 윤리, 여행지리, 현대 세계의 변화",인문계열,문과계열
10031,문화콘텐츠학과,"문화 콘텐츠는 사람이 사회에서 창의적으로 개발한 산출물이므로, 기본적으로 인문학과 사회 현상에 호기심과 관심이 많으면 문화콘텐츠학과 공부에 재미를 느낄 것입니다. 대부분의 문화 콘텐츠는 언어로 이루어져 있는 경우가 많으므로, 언어 능력 및 글쓰기 능력ㆍ창작 능력이 뛰어나면 문화콘텐츠학과에서 공부하는 데 어려움을 겪지는 않을 것입니다.","‘문화’라는 스펙트럼이 워낙 다양한만큼, 이 학과를 졸업하면 매우 다양한 진로를 고려할 수 있습니다. 또한, 많은 학교에서 문화콘텐츠학과는 인문계열학부에 속해 있습니다. 문화 콘텐츠의 본질은 결국 ‘사람’이 사회라는 틀 안에서 만들어 내는 인문학적 복합체이기 때문입니다.","국어, 사회, 생활ㆍ교양","국어교과 : 화법과 작문, 독서, 언어와 매체, 문학<br>사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 생활과 윤리<br>생활ㆍ교양교과 : 철학, 심리학, 교육학","실용 국어, 심화 국어, 고전 읽기, 영미 문학 읽기, 여행지리, 사회문제탐구",인문계열,문과계열
21009,물류학과,"평소에 효율적인 이동 경로를 생각하는 것에 흥미가 있거나, 국내 및 해외의 곳곳을 이동하여 생활하는 것에 흥미가 있다면 이 학과에 관심을 가져 볼 만합니다. 특히, 수학적 계산과 컴퓨터 조작에 필요한 기술을 갖고 있으면 학과 공부에 도움이 됩니다. 국외 기업체에서 물류와 관련된 활동을 위해서는 외국어 능력이 도움이 됩니다. ","국내의 물류 기반은 어느 정도 갖추어져 있지만, 산업이 존재하는 한 물류시스템의 효율화는 꾸준히 요구되는 분야입니다. 특히, 우리나라는 대외 무역의존도가 높아 해운 및 항공 물류시스템에 대한 전문인력의 수요가 지속될 것으로 전망됩니다. ","수학, 영어, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>영어교과 : 영어 독해와 작문<br>사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 경제, 정치와 법, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 제2외국어I 과목, 실용 경제","실용 수학, 경제 수학, 수학 과제 탐구, 실용 영어, 진로 영어, 사회문제 탐구, 지식 재산 일반, 제2외국어Ⅱ 과목",사회계열,문과계열
174,물리교육과,"과학과 관련하여 고정관념이나 선입견에 사로잡히지 않고 자기만의 과학적인 방법과 답을 찾아내는 창의적이고 독창적인 학생, 긍정적인 마인드를 가지고 열정적이며 책임감 있게 행동하는 학생이면 지원해도 좋습니다.","물리학 전공지식과 교과교육학 내용을 이론과 실험, 실습을 통해 기초부터 심화 과정까지 학습합니다. 합리적인 사고와 건전한 가치관을 지닌 전인적 인격체를 지향하며 자율성, 책임감, 지도력과 사명감을 지닌 교원으로 성장할 수 있도록 학업분위기를 마련하고 있습니다.","영어, 수학, 과학, 윤리","과학교과 : 물리학Ⅰ<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","실용수학, 기하, 물리학Ⅱ, 융합과학",교육계열,문과계열
179,미국학과,미국 및 국제 사회의 사안에 대한 관심이 있고 영미 문화에 대한 흥미가 있다면 적합합니다. 기본적으로 영어에 대한 능력을 갖추고 있으면 유리하고 도전정신과 끈기가 있다면 유리합니다.,"미국학과는 국제화 시대의 필수 커뮤니케이션 수단인 영어를 중점으로 미국의 정치, 경제, 문화 등에 대해 공부함으로써 한미교류에 실질적 지식을 갖출 수 있도록 합니다. ","영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학","여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목",인문계열,문과계열
